N,P,K,temperature,humidity,ph,rainfall,label
118.98804505469514,9.091737492375946,49.03055232931243,26.276855881880632,87.02252856173824,6.574547520795316,68.13196535427922,watermelon
15.776113275025427,57.16668866614566,17.542053338006827,16.469318624648043,18.965372690575204,5.669582764975644,92.7211411087715,kidneybeans
23.943936212449692,57.42705492280018,23.104582876918492,23.665255844245692,66.02452499754229,7.327567539381726,68.01422822321982,lentil
23.79574983577467,69.06434909159032,15.143164321601784,28.980737439619727,65.260111829214,7.416764285631444,54.456643944424826,blackgram
64.77764711287303,59.370596268570864,43.90398425654259,21.97234382920315,84.79863408182777,6.112340293645704,207.99503706561705,rice
71.48757177244212,56.720849374095515,48.47070403609636,41.37625842277543,93.62481392904235,7.211438207022526,119.23431058381888,papaya
12.275606904947185,40.13450364470849,20.7302596011784,29.61722001220675,62.64372582264296,5.960014549290646,37.14404684308442,mothbeans
28.887199871708344,137.82247700016302,205.0,35.17932119778294,82.11118335997861,5.821153868875254,102.0557506242327,grapes
0.0,61.687754050649204,9.898469282887284,23.767285628742307,18.638614433719383,5.891736477926705,72.32977588925199,kidneybeans
33.883838177507336,47.79890018389073,12.51589324572863,28.460593424489577,84.89148900993592,6.747983263843153,70.90292998907458,mungbean
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
28.671057564982938,144.35444487070887,195.933705854728,25.97004000047169,94.48770887688079,6.824039539130108,107.74759950381764,apple
128.7748033650747,45.41622762307159,23.264534394920283,24.852865742372824,78.66815723819958,6.985286368590488,71.90737852868986,cotton
39.095068299767334,25.44258167698571,31.956760569993165,27.092254837550477,94.97042496271905,5.523772319133687,167.113391345409,coconut
36.48851473147663,3.6031779298604207,16.5626955220672,25.819535952584282,97.70019635670988,6.34974316398171,201.73263044119506,coconut
30.335854586095806,31.881525182072004,32.61408322671616,33.11733524914506,52.27126018757133,4.413656587980106,72.54782484071924,mango
30.384491808373113,71.39970186778193,23.903041423614546,28.86635985143151,40.152789220744694,6.43697608174791,136.03640612251246,pigeonpeas
5.208065926419385,73.55477106453397,15.50869180985804,29.92123954206149,34.56154965759939,6.9485797011069295,200.17083654715313,pigeonpeas
98.18259990102028,38.78360059364716,17.2271654603309,22.805943300560553,85.6912824150557,7.394303112063421,113.63316567009281,cotton
84.67225582499289,29.51928108610319,45.07908306326961,26.377804609004148,90.86152897903814,6.338295240081398,44.34498343437673,muskmelon
12.68708322105652,30.34693799886878,5.864011292440633,18.64885522075797,91.5315184947619,6.283211896372349,83.87368122795459,orange
36.0,27.0,26.0,26.58413917,95.78923137,6.25449571,171.6262299,coconut
40.60337350967967,144.64397984933936,189.99395639959621,23.37199973371055,91.00597140812151,6.137983529364881,97.16545505802006,apple
0.0,15.173682156841288,18.972850621762557,22.93028533886907,90.546947001867,7.659792744736668,95.71630831323004,orange
104.63128152700442,40.38922304634094,23.772848026512094,24.96970199546401,78.86765104124653,7.257507577320039,68.39011365993721,cotton
75.95376014192048,42.50536306025685,20.88518668673561,23.167493973042376,53.7204703361447,6.066007053117906,105.8835349872719,maize
16.919778829674733,18.422074701140513,28.684385287400723,27.028330004094663,44.02212151334941,5.398921082009849,117.117230480542,mango
4.10303256672717,26.12282214591924,35.04251448185094,19.654852508246307,88.57058330036014,7.379897380456912,124.01412938705187,pomegranate
80.28575393374994,55.23607930669455,14.023425642043156,21.16220242115061,75.18160317320641,6.31140778237239,81.0654779827459,maize
96.42201278273826,11.600158255559398,53.03725861990513,25.11519116195187,79.77231704875079,6.355636229003767,22.998532647722293,watermelon
0.4872434726273177,140.84013794682664,194.2629215692077,21.190592563972242,77.45400144202863,6.164048366849478,49.59033463666873,grapes
31.0,8.0,7.0,34.51465139,93.63812684,7.163245982,103.5684926,orange
